8LBP0h,8LBP1h,8LBP2h,8LBP3h,8LBP4h,8LBP5h,8LBP6h,8LBP7h,8LBP8h,8LBP9h,8LBP0s,8LBP1s,8LBP2s,8LBP3s,8LBP4s,8LBP5s,8LBP6s,8LBP7s,8LBP8s,8LBP9s,12LBP0h,12LBP1h,12LBP2h,12LBP3h,12LBP4h,12LBP5h,12LBP6h,12LBP7h,12LBP8h,12LBP9h,12LBP10h,12LBP11h,12LBP12h,12LBP13h,12LBP0s,12LBP1s,12LBP2s,12LBP3s,12LBP4s,12LBP5s,12LBP6s,12LBP7s,12LBP8s,12LBP9s,12LBP10s,12LBP11s,12LBP12s,12LBP13s,16LBP0h,16LBP1h,16LBP2h,16LBP3h,16LBP4h,16LBP5h,16LBP6h,16LBP7h,16LBP8h,16LBP9h,16LBP10h,16LBP11h,16LBP12h,16LBP13h,16LBP14h,16LBP15h,16LBP16h,16LBP17h,16LBP0s,16LBP1s,16LBP2s,16LBP3s,16LBP4s,16LBP5s,16LBP6s,16LBP7s,16LBP8s,16LBP9s,16LBP10s,16LBP11s,16LBP12s,16LBP13s,16LBP14s,16LBP15s,16LBP16s,16LBP17s,contrast_d1,contrast_d2,contrast_d3,dissimilarity_d1,dissimilarity_d2,dissimilarity_d3,homogeneity_d1,homogeneity_d2,homogeneity_d3,ASM_d1,ASM_d2,ASM_d3,energy_d1,energy_d2,energy_d3,correlation_d1,correlation_d2,correlation_d3,label
0.0048828125,0.012939453125,0.004241943359375,0.0521392822265625,0.0345306396484375,0.1433563232421875,0.0275115966796875,0.033203125,0.6641387939453125,0.0230560302734375,0.0495452880859375,0.0541839599609375,0.032989501953125,0.052825927734375,0.0473785400390625,0.0639190673828125,0.0419464111328125,0.0620269775390625,0.484954833984375,0.1102294921875,0.0055694580078125,0.007080078125,0.0110931396484375,0.0060882568359375,0.0181121826171875,0.034271240234375,0.046722412109375,0.093475341796875,0.0390625,0.060394287109375,0.0237884521484375,0.0221405029296875,0.570587158203125,0.061614990234375,0.0411224365234375,0.0365142822265625,0.021209716796875,0.011474609375,0.0109710693359375,0.0132293701171875,0.0142822265625,0.014190673828125,0.0101165771484375,0.0116729736328125,0.018402099609375,0.0415802001953125,0.46484375,0.2903900146484375,0.010009765625,0.012786865234375,0.0077972412109375,0.006378173828125,0.0064239501953125,0.018646240234375,0.0225067138671875,0.0322265625,0.0409088134765625,0.08477783203125,0.0330047607421875,0.0376739501953125,0.023956298828125,0.020477294921875,0.0142364501953125,0.0101470947265625,0.5251007080078125,0.0929412841796875,0.0352630615234375,0.03729248046875,0.0130157470703125,0.0064239501953125,0.00469970703125,0.0047454833984375,0.0042877197265625,0.0054473876953125,0.0062103271484375,0.005523681640625,0.0043182373046875,0.0041656494140625,0.0040130615234375,0.0066070556640625,0.0125885009765625,0.0341339111328125,0.4572601318359375,0.35400390625,158.22676077110233,197.06211218283278,264.14994383389524,6.10497669165715,6.9214624598081365,8.107290239369535,0.5009584462463952,0.48989986279962805,0.4761829079874935,0.17636487356253178,0.1742772363112976,0.16814813431605202,0.419955563800317,0.4174636462784838,0.41005573821754815,0.936872754692774,0.9213857822557227,0.8946428378566511,Bacterial_spot
0.005340576171875,0.0132598876953125,0.004119873046875,0.0415802001953125,0.0280609130859375,0.1199798583984375,0.023590087890625,0.02789306640625,0.712371826171875,0.0238037109375,0.0433807373046875,0.0485382080078125,0.0266571044921875,0.0423736572265625,0.0374755859375,0.049407958984375,0.0338134765625,0.05377197265625,0.569244384765625,0.0953369140625,0.00543212890625,0.0074310302734375,0.00836181640625,0.0058441162109375,0.015716552734375,0.0280303955078125,0.039093017578125,0.0749969482421875,0.0314178466796875,0.052337646484375,0.02154541015625,0.0179443359375,0.63201904296875,0.0598297119140625,0.0328826904296875,0.0342864990234375,0.016815185546875,0.0083770751953125,0.0075225830078125,0.009307861328125,0.011383056640625,0.0103759765625,0.0087432861328125,0.010284423828125,0.0161590576171875,0.0350341796875,0.549591064453125,0.249237060546875,0.010223388671875,0.01141357421875,0.006744384765625,0.0058441162109375,0.0064544677734375,0.016754150390625,0.0202178955078125,0.0250091552734375,0.030731201171875,0.06719970703125,0.028167724609375,0.032562255859375,0.0208587646484375,0.01751708984375,0.0130462646484375,0.0088348388671875,0.592987060546875,0.0854339599609375,0.0316619873046875,0.0317230224609375,0.0103607177734375,0.005096435546875,0.0033111572265625,0.002655029296875,0.002593994140625,0.0032501220703125,0.003448486328125,0.0037689208984375,0.003631591796875,0.00421142578125,0.004241943359375,0.0062408447265625,0.010406494140625,0.028961181640625,0.5449676513671875,0.299468994140625,188.914496467716,228.31954802636034,299.0576004128974,6.457961030613526,7.2123676086976936,8.34196374323993,0.5673324264034886,0.5598161319374433,0.5477429951775995,0.257296457075477,0.2549300832362962,0.24792022463908703,0.5072418535000695,0.5049051712826698,0.49791372435596126,0.9402019693058438,0.9277656461663518,0.9055484878989447,Bacterial_spot
0.0045318603515625,0.0122833251953125,0.0033111572265625,0.0436859130859375,0.0371551513671875,0.1248931884765625,0.02008056640625,0.0224609375,0.711761474609375,0.01983642578125,0.041046142578125,0.0503387451171875,0.0295562744140625,0.049163818359375,0.044036865234375,0.06005859375,0.0397796630859375,0.0561981201171875,0.5333404541015625,0.0964813232421875,0.0048370361328125,0.00579833984375,0.00872802734375,0.005523681640625,0.0154266357421875,0.02923583984375,0.0468292236328125,0.0864410400390625,0.028717041015625,0.0473480224609375,0.0178375244140625,0.0153656005859375,0.6388397216796875,0.049072265625,0.035675048828125,0.032745361328125,0.01849365234375,0.010406494140625,0.0100860595703125,0.0124969482421875,0.013275146484375,0.0135345458984375,0.0106048583984375,0.01129150390625,0.018280029296875,0.0363922119140625,0.51702880859375,0.2596893310546875,0.0090179443359375,0.0112457275390625,0.0069122314453125,0.0054473876953125,0.0055389404296875,0.0152587890625,0.0195770263671875,0.027099609375,0.037994384765625,0.0774383544921875,0.0282135009765625,0.034423828125,0.0193328857421875,0.0165252685546875,0.01116943359375,0.006195068359375,0.5970458984375,0.071563720703125,0.0309295654296875,0.0313568115234375,0.0126190185546875,0.0062408447265625,0.004730224609375,0.00457763671875,0.00421142578125,0.0045318603515625,0.0048065185546875,0.00482177734375,0.00408935546875,0.003875732421875,0.004364013671875,0.0062103271484375,0.0127410888671875,0.02972412109375,0.50933837890625,0.320831298828125,124.75456353926852,155.87193474218003,212.15749308847356,5.031213475586458,5.703044178217004,6.631330511279602,0.5578341098144327,0.5477616667529107,0.5350806217543376,0.23026431758146035,0.2281894390277955,0.22171304188983365,0.47985634787331194,0.47769060008261127,0.4708614027099709,0.9584623099268305,0.9481164598526599,0.9294486172258549,Bacterial_spot
0.0061492919921875,0.01763916015625,0.0063018798828125,0.0590667724609375,0.045318603515625,0.1361083984375,0.0371856689453125,0.03619384765625,0.6215057373046875,0.0345306396484375,0.043365478515625,0.0472869873046875,0.0286407470703125,0.0452423095703125,0.041229248046875,0.0579071044921875,0.03521728515625,0.0543365478515625,0.547637939453125,0.0991363525390625,0.0067291259765625,0.009490966796875,0.011810302734375,0.0100250244140625,0.0228729248046875,0.0371551513671875,0.0529022216796875,0.082794189453125,0.0408782958984375,0.043182373046875,0.0242919921875,0.0196075439453125,0.5527801513671875,0.085479736328125,0.032318115234375,0.0308990478515625,0.01837158203125,0.0106964111328125,0.0106964111328125,0.0123443603515625,0.0142059326171875,0.01513671875,0.01031494140625,0.012359619140625,0.0167388916015625,0.0353546142578125,0.5247802734375,0.2557830810546875,0.0135040283203125,0.0162353515625,0.0101165771484375,0.0094451904296875,0.010498046875,0.01904296875,0.0224609375,0.032318115234375,0.0394439697265625,0.058319091796875,0.029632568359375,0.0275421142578125,0.0208740234375,0.01641845703125,0.0131683349609375,0.01019287109375,0.529937744140625,0.120849609375,0.0296478271484375,0.0311431884765625,0.01220703125,0.006072998046875,0.005126953125,0.0045318603515625,0.0044708251953125,0.005035400390625,0.0056915283203125,0.0052642822265625,0.0051727294921875,0.004638671875,0.0046844482421875,0.0070343017578125,0.0118255615234375,0.0287322998046875,0.51800537109375,0.3107147216796875,202.17900185627155,246.30865466320603,329.46996876583296,6.625887909698535,7.451128590062955,8.77014616122496,0.559208723686315,0.5503349512086919,0.5364824413793536,0.2426164770726832,0.24010689081923436,0.2324930447172477,0.49255794279956894,0.4900062338495244,0.4821733009616994,0.936156384969413,0.9222605822004976,0.8961878636876497,Bacterial_spot
0.0051727294921875,0.0146484375,0.00445556640625,0.0595245361328125,0.0586090087890625,0.154266357421875,0.0300445556640625,0.0299835205078125,0.617340087890625,0.0259552001953125,0.022552490234375,0.044769287109375,0.0295562744140625,0.0719146728515625,0.0886077880859375,0.0965118408203125,0.044921875,0.0517120361328125,0.4739837646484375,0.075469970703125,0.006072998046875,0.008087158203125,0.01068115234375,0.0076446533203125,0.0200042724609375,0.0400390625,0.07086181640625,0.10272216796875,0.0374908447265625,0.0455474853515625,0.0209808349609375,0.016754150390625,0.5455474853515625,0.06756591796875,0.0260772705078125,0.0283355712890625,0.0266265869140625,0.0183258056640625,0.020355224609375,0.02777099609375,0.03729248046875,0.03277587890625,0.0194244384765625,0.02069091796875,0.0260772705078125,0.0339813232421875,0.458587646484375,0.2236785888671875,0.011810302734375,0.0157623291015625,0.0093536376953125,0.0076141357421875,0.0077667236328125,0.0184783935546875,0.02490234375,0.0373382568359375,0.0528106689453125,0.0788421630859375,0.0313262939453125,0.0322418212890625,0.0198516845703125,0.01641845703125,0.0121307373046875,0.0085296630859375,0.5140533447265625,0.10076904296875,0.0279083251953125,0.0300140380859375,0.017669677734375,0.01263427734375,0.009490966796875,0.0099029541015625,0.0103759765625,0.014190673828125,0.0162353515625,0.0155029296875,0.0115814208984375,0.0097503662109375,0.00946044921875,0.0120086669921875,0.017852783203125,0.0275421142578125,0.453887939453125,0.2939910888671875,121.64961467644807,168.36542974201888,273.25941370768345,3.928691473832237,4.91648059784807,6.704945888925005,0.5550332495808787,0.5324827830510357,0.5058613722199221,0.18484158023022335,0.1820905920847291,0.17472442479886977,0.429925152171208,0.42671962800769836,0.4179950425109147,0.9721182804730173,0.9614119747991647,0.9373722161418376,Bacterial_spot
0.0048370361328125,0.01300048828125,0.004241943359375,0.047821044921875,0.044769287109375,0.12774658203125,0.0251312255859375,0.0262603759765625,0.6844024658203125,0.02178955078125,0.0441436767578125,0.0539703369140625,0.0308990478515625,0.0510406494140625,0.0478973388671875,0.0626220703125,0.04144287109375,0.058135986328125,0.50604248046875,0.1038055419921875,0.0048675537109375,0.0071563720703125,0.0096435546875,0.0066070556640625,0.0168609619140625,0.03326416015625,0.0520782470703125,0.0826416015625,0.034759521484375,0.0494384765625,0.018524169921875,0.014556884765625,0.6150054931640625,0.054595947265625,0.0366058349609375,0.035369873046875,0.0204925537109375,0.0110931396484375,0.01220703125,0.0136566162109375,0.015167236328125,0.01495361328125,0.0128173828125,0.0139923095703125,0.020233154296875,0.0384979248046875,0.485260009765625,0.2696533203125,0.01104736328125,0.013458251953125,0.0077667236328125,0.005706787109375,0.006591796875,0.01690673828125,0.0203857421875,0.0275115966796875,0.0381011962890625,0.0733642578125,0.03082275390625,0.0363922119140625,0.0218505859375,0.01751708984375,0.0114898681640625,0.0076446533203125,0.5757293701171875,0.0777130126953125,0.033538818359375,0.03436279296875,0.012115478515625,0.0063629150390625,0.005340576171875,0.004425048828125,0.0044708251953125,0.0052947998046875,0.0068359375,0.0074005126953125,0.006072998046875,0.00628662109375,0.0071868896484375,0.0088958740234375,0.013763427734375,0.030120849609375,0.477996826171875,0.32952880859375,141.65235169466587,177.29423790319805,242.7187283572136,5.582102631800376,6.331549849479407,7.394001578656416,0.524244044958377,0.5140104388159767,0.4997727992210422,0.1963873689043371,0.19430774268822698,0.18754031427026177,0.44315351741039655,0.4408027104478959,0.43305712305929794,0.9509123861200383,0.9385662409510129,0.9159153981622232,Bacterial_spot
0.0055389404296875,0.01373291015625,0.003875732421875,0.051513671875,0.036102294921875,0.1296539306640625,0.024993896484375,0.0302276611328125,0.6800384521484375,0.024322509765625,0.0435028076171875,0.049713134765625,0.0281219482421875,0.0478515625,0.041900634765625,0.058197021484375,0.0366973876953125,0.0553131103515625,0.5384979248046875,0.1002044677734375,0.0059356689453125,0.0072174072265625,0.0090484619140625,0.00579833984375,0.0178070068359375,0.0339813232421875,0.0479583740234375,0.085205078125,0.03662109375,0.0499267578125,0.020050048828125,0.0179443359375,0.603668212890625,0.058837890625,0.0353851318359375,0.0313262939453125,0.01800537109375,0.0101470947265625,0.0102386474609375,0.0113525390625,0.0128631591796875,0.0138702392578125,0.0101470947265625,0.011444091796875,0.01666259765625,0.03704833984375,0.5194549560546875,0.262054443359375,0.010772705078125,0.012481689453125,0.0077972412109375,0.005889892578125,0.00701904296875,0.017822265625,0.0224456787109375,0.029541015625,0.0393829345703125,0.07147216796875,0.030670166015625,0.0354461669921875,0.0224761962890625,0.0178070068359375,0.01171875,0.0076904296875,0.56463623046875,0.084930419921875,0.03070068359375,0.0336761474609375,0.0111846923828125,0.005584716796875,0.0043487548828125,0.0042572021484375,0.0040435791015625,0.0047454833984375,0.005218505859375,0.0049896240234375,0.0049285888671875,0.00457763671875,0.0050506591796875,0.0073089599609375,0.010772705078125,0.028533935546875,0.5125579833984375,0.3175201416015625,136.01851527958698,168.08842010206286,224.94571173111146,5.1896147064832405,5.864833615097547,6.838427846291694,0.5613065759714653,0.5514770755442271,0.5386936924986384,0.23136320926714093,0.22929346500590214,0.22245805174303113,0.48100053498878254,0.47884400960998935,0.47165130891404616,0.9382033353632,0.9236684100789012,0.8980057158046003,Bacterial_spot
0.0045013427734375,0.0138702392578125,0.0041046142578125,0.042877197265625,0.0345611572265625,0.1240234375,0.0225677490234375,0.0261688232421875,0.70556640625,0.021759033203125,0.04400634765625,0.050811767578125,0.0305328369140625,0.048065185546875,0.044403076171875,0.0583038330078125,0.0396575927734375,0.056488037109375,0.52777099609375,0.0999603271484375,0.0048370361328125,0.0064697265625,0.009002685546875,0.0057525634765625,0.01507568359375,0.0293121337890625,0.0419921875,0.0845184326171875,0.02935791015625,0.05364990234375,0.0175933837890625,0.0149688720703125,0.6293182373046875,0.0581512451171875,0.037506103515625,0.033477783203125,0.01922607421875,0.010711669921875,0.0102081298828125,0.012115478515625,0.0132904052734375,0.01348876953125,0.009429931640625,0.0124359130859375,0.018218994140625,0.0360107421875,0.5110321044921875,0.262847900390625,0.0096588134765625,0.01153564453125,0.0072021484375,0.005126953125,0.006500244140625,0.0157012939453125,0.0182647705078125,0.02490234375,0.0330810546875,0.0800323486328125,0.0276641845703125,0.0350341796875,0.0196533203125,0.0145416259765625,0.011749267578125,0.0079803466796875,0.5865478515625,0.0848236083984375,0.03375244140625,0.0324554443359375,0.0125579833984375,0.0061798095703125,0.0050201416015625,0.00408935546875,0.0039520263671875,0.0045623779296875,0.0055694580078125,0.0049896240234375,0.0050506591796875,0.004791259765625,0.0055694580078125,0.0075531005859375,0.0117950439453125,0.0296630859375,0.5026702880859375,0.3197784423828125,145.6479593335585,184.06072596211118,252.09246378534408,5.498295592440612,6.277551306168191,7.338793755720833,0.5386334490164033,0.5290158847905195,0.5172901878015376,0.21336839465810636,0.21123454573603406,0.20486944166268686,0.4619158715674722,0.4596017369484518,0.4526229302773834,0.9498505975484389,0.9366390512854872,0.9132856661222386,Bacterial_spot
0.005126953125,0.01165771484375,0.0035552978515625,0.0416717529296875,0.0346221923828125,0.1338043212890625,0.0196075439453125,0.023895263671875,0.7053070068359375,0.020751953125,0.0417022705078125,0.052001953125,0.0308074951171875,0.052337646484375,0.0483245849609375,0.0639801025390625,0.041259765625,0.05718994140625,0.5141448974609375,0.0982513427734375,0.0052490234375,0.0063629150390625,0.009124755859375,0.0054168701171875,0.014617919921875,0.0287628173828125,0.0442352294921875,0.0866241455078125,0.02716064453125,0.0552520751953125,0.018890380859375,0.0169219970703125,0.62420654296875,0.0571746826171875,0.0380401611328125,0.03411865234375,0.021759033203125,0.0112457275390625,0.0097198486328125,0.0110321044921875,0.012359619140625,0.013214111328125,0.010498046875,0.0122528076171875,0.0201263427734375,0.03814697265625,0.4978485107421875,0.2696380615234375,0.01031494140625,0.010955810546875,0.0063934326171875,0.005401611328125,0.0053863525390625,0.0161590576171875,0.020904541015625,0.0247344970703125,0.0360870361328125,0.0837249755859375,0.0247039794921875,0.034637451171875,0.0203704833984375,0.0171356201171875,0.013671875,0.00933837890625,0.5777587890625,0.0823211669921875,0.0339202880859375,0.0345001220703125,0.013397216796875,0.0064544677734375,0.004669189453125,0.0040435791015625,0.003631591796875,0.003662109375,0.0043792724609375,0.0044097900390625,0.0043182373046875,0.004364013671875,0.0052032470703125,0.007110595703125,0.0135650634765625,0.0302581787109375,0.490966796875,0.331146240234375,114.58945223892738,144.1116194839643,197.94797640893302,4.766090641219879,5.4665375199591955,6.440902421454498,0.5475162170721695,0.5355071989624831,0.5207484131059443,0.21104357467813473,0.2089133663551173,0.2025300479873711,0.45939269309608094,0.45706943608373946,0.4500316313729124,0.9438467597181195,0.9293984850235502,0.9031089114751651,Bacterial_spot
0.006866455078125,0.0188446044921875,0.00677490234375,0.064971923828125,0.0621185302734375,0.145843505859375,0.038543701171875,0.036224365234375,0.5870819091796875,0.0327301025390625,0.0496978759765625,0.0516357421875,0.030181884765625,0.0500030517578125,0.0399932861328125,0.06121826171875,0.0381317138671875,0.06109619140625,0.509124755859375,0.108917236328125,0.0081939697265625,0.0098724365234375,0.0142822265625,0.010772705078125,0.022613525390625,0.0420684814453125,0.0658721923828125,0.0928802490234375,0.04351806640625,0.0450897216796875,0.022613525390625,0.0186614990234375,0.5194854736328125,0.084075927734375,0.0365447998046875,0.03302001953125,0.019439697265625,0.0106048583984375,0.011077880859375,0.01318359375,0.0138702392578125,0.015045166015625,0.011688232421875,0.013763427734375,0.0191650390625,0.038177490234375,0.4826202392578125,0.28179931640625,0.0149688720703125,0.01617431640625,0.0124053955078125,0.0099334716796875,0.010040283203125,0.0184326171875,0.0238037109375,0.0348358154296875,0.04425048828125,0.06689453125,0.0365753173828125,0.0318145751953125,0.021514892578125,0.016326904296875,0.011962890625,0.008880615234375,0.4956207275390625,0.1255645751953125,0.0327606201171875,0.03436279296875,0.0116729736328125,0.0065155029296875,0.004180908203125,0.0053863525390625,0.0041351318359375,0.004730224609375,0.0052490234375,0.00628662109375,0.005645751953125,0.0060882568359375,0.0065765380859375,0.0084686279296875,0.012664794921875,0.0294647216796875,0.476593017578125,0.3392181396484375,217.28562503005375,270.23368253461985,375.1365447903972,7.189702097751187,8.094201869178267,9.626586943709299,0.5200532326010313,0.5122804990154466,0.49870340673946423,0.20404737013366345,0.20154046284380286,0.19454258239078634,0.45171241811113294,0.44893124561119313,0.4410668867558497,0.9346430642761587,0.9187449127001919,0.8873302745713649,Bacterial_spot
