LBP0H,LBP1H,LBP2H,LBP3H,LBP4H,LBP5H,LBP6H,LBP7H,LBP8H,LBP9H,LBP0S,LBP1S,LBP2S,LBP3S,LBP4S,LBP5S,LBP6S,LBP7S,LBP8S,LBP9S,label
0.0049591064453125,0.012298583984375,0.00311279296875,0.05206298828125,0.0296478271484375,0.137451171875,0.024505615234375,0.0341796875,0.68072509765625,0.02105712890625,0.044189453125,0.0526580810546875,0.0321197509765625,0.0555419921875,0.0540771484375,0.0689849853515625,0.043701171875,0.0602874755859375,0.482696533203125,0.105743408203125,Bacterial_spot
0.005615234375,0.013641357421875,0.004058837890625,0.041717529296875,0.0257415771484375,0.114349365234375,0.0236663818359375,0.0287322998046875,0.7186279296875,0.0238494873046875,0.04083251953125,0.048431396484375,0.026580810546875,0.0433349609375,0.03985595703125,0.0514678955078125,0.034423828125,0.0533905029296875,0.56689453125,0.09478759765625,Bacterial_spot
0.0040740966796875,0.010101318359375,0.002777099609375,0.042144775390625,0.0348052978515625,0.12054443359375,0.0175628662109375,0.024078369140625,0.7277374267578125,0.01617431640625,0.0364532470703125,0.0476837158203125,0.028533935546875,0.05126953125,0.0494537353515625,0.066558837890625,0.0408935546875,0.0539398193359375,0.533782958984375,0.0914306640625,Bacterial_spot
0.005462646484375,0.0181884765625,0.0056304931640625,0.0577239990234375,0.042327880859375,0.1326751708984375,0.035736083984375,0.0375213623046875,0.6319580078125,0.03277587890625,0.04180908203125,0.0463714599609375,0.0285491943359375,0.0455322265625,0.0444183349609375,0.06103515625,0.035003662109375,0.0540618896484375,0.547821044921875,0.09539794921875,Bacterial_spot
0.0045318603515625,0.012176513671875,0.00335693359375,0.056640625,0.05084228515625,0.145233154296875,0.0271148681640625,0.0308380126953125,0.6484375,0.0208282470703125,0.01617431640625,0.03717041015625,0.0227813720703125,0.074676513671875,0.0936431884765625,0.1091156005859375,0.0455780029296875,0.04644775390625,0.48260498046875,0.071807861328125,Bacterial_spot
0.004302978515625,0.011322021484375,0.003173828125,0.0482940673828125,0.04052734375,0.1223602294921875,0.021209716796875,0.02838134765625,0.7018280029296875,0.0186004638671875,0.0390167236328125,0.0522918701171875,0.030364990234375,0.054840087890625,0.0518951416015625,0.06695556640625,0.0441436767578125,0.05694580078125,0.5047149658203125,0.0988311767578125,Bacterial_spot
0.0051727294921875,0.0125885009765625,0.003662109375,0.04913330078125,0.03009033203125,0.1232452392578125,0.0240478515625,0.031341552734375,0.6980133056640625,0.022705078125,0.038482666015625,0.0481109619140625,0.027435302734375,0.04986572265625,0.0460357666015625,0.0635833740234375,0.039093017578125,0.054473876953125,0.53704833984375,0.0958709716796875,Bacterial_spot
0.004150390625,0.0121612548828125,0.0036773681640625,0.0420074462890625,0.0299530029296875,0.1183319091796875,0.01995849609375,0.0252838134765625,0.725433349609375,0.01904296875,0.0380859375,0.0496368408203125,0.0299072265625,0.0533905029296875,0.049713134765625,0.0652618408203125,0.0407867431640625,0.0558319091796875,0.522125244140625,0.0952606201171875,Bacterial_spot
0.0048980712890625,0.010467529296875,0.00299072265625,0.041839599609375,0.0301055908203125,0.120697021484375,0.0178375244140625,0.0261383056640625,0.7276153564453125,0.0174102783203125,0.0332794189453125,0.049102783203125,0.029815673828125,0.05670166015625,0.0555267333984375,0.073486328125,0.0451812744140625,0.054290771484375,0.51068115234375,0.0919342041015625,Bacterial_spot
0.0069122314453125,0.0191802978515625,0.006072998046875,0.06317138671875,0.0602264404296875,0.145416259765625,0.0362396240234375,0.036956787109375,0.59356689453125,0.032257080078125,0.0489349365234375,0.0501708984375,0.0288543701171875,0.0521392822265625,0.041412353515625,0.064544677734375,0.0377655029296875,0.0611572265625,0.50732421875,0.107696533203125,Bacterial_spot
0.0079498291015625,0.0235137939453125,0.0054779052734375,0.0766754150390625,0.0721435546875,0.1713714599609375,0.0438690185546875,0.0548858642578125,0.501007080078125,0.0431060791015625,0.041259765625,0.0623321533203125,0.03497314453125,0.065399169921875,0.074981689453125,0.082244873046875,0.04364013671875,0.070343017578125,0.4154205322265625,0.109405517578125,Bacterial_spot
0.0054931640625,0.0109405517578125,0.0025482177734375,0.03619384765625,0.02313232421875,0.1021575927734375,0.016448974609375,0.024017333984375,0.7614898681640625,0.017578125,0.0415496826171875,0.0498046875,0.02825927734375,0.0480499267578125,0.0414886474609375,0.0581207275390625,0.039031982421875,0.054290771484375,0.5422210693359375,0.0971832275390625,Bacterial_spot
